Gene	Correlation	Labels	dot	class
ENSG00000260686.1	-1.11E-17			
ENSG00000260727.2	-1.11E-17			
ENSG00000260755.1	-1.11E-17			
ENSG00000260772.1	-1.11E-17			
ENSG00000260814.2	-1.11E-17			
ENSG00000260836.2	-1.11E-17			
ENSG00000260878.1	-1.11E-17			
ENSG00000260879.1	-1.11E-17			
ENSG00000260892.1	-1.11E-17			
ENSG00000260894.1	-1.11E-17			
ENSG00000260914.3	-1.11E-17			
ENSG00000260966.1	-1.11E-17			
ENSG00000261011.1	-1.11E-17			
ENSG00000261065.1	-1.11E-17			
ENSG00000261069.3	-1.11E-17			
ENSG00000261071.1	-1.11E-17			
ENSG00000261093.1	-1.11E-17			
ENSG00000261113.1	-1.11E-17			
ENSG00000261116.1	-1.11E-17			
ENSG00000261229.6	-1.11E-17			
ENSG00000261269.1	-1.11E-17			
ENSG00000261384.1	-1.11E-17			
ENSG00000261385.1	-1.11E-17			
ENSG00000261438.1	-1.11E-17			
ENSG00000261459.1	-1.11E-17			
ENSG00000261482.1	-1.11E-17			
ENSG00000261532.1	-1.11E-17			
ENSG00000261552.1	-1.11E-17			
ENSG00000261586.2	-1.11E-17			
ENSG00000261602.1	-1.11E-17			
ENSG00000261604.1	-1.11E-17			
ENSG00000261641.2	-1.11E-17			
ENSG00000261675.1	-1.11E-17			
ENSG00000261691.1	-1.11E-17			
ENSG00000261709.3	-1.11E-17			
ENSG00000261717.5	-1.11E-17			
ENSG00000261720.1	-1.11E-17			
ENSG00000261731.2	-1.11E-17			
ENSG00000261759.1	-1.11E-17			
ENSG00000261771.5	-1.11E-17			
ENSG00000261779.1	-1.11E-17			
ENSG00000261793.1	-1.11E-17			
ENSG00000261796.1	-1.11E-17			
ENSG00000261802.1	-1.11E-17			
ENSG00000261822.1	-1.11E-17			
ENSG00000261845.2	-1.11E-17			
ENSG00000261938.1	-1.11E-17			
ENSG00000261976.2	-1.11E-17			
ENSG00000262006.1	-1.11E-17			
ENSG00000262112.1	-1.11E-17			
ENSG00000262160.1	-1.11E-17			
ENSG00000262211.1	-1.11E-17			
ENSG00000262302.1	-1.11E-17			
ENSG00000262372.1	-1.11E-17			
ENSG00000262413.1	-1.11E-17			
ENSG00000262456.1	-1.11E-17			
ENSG00000262526.2	-1.11E-17			
ENSG00000262533.1	-1.11E-17			
ENSG00000262560.1	-1.11E-17			
ENSG00000262624.1	-1.11E-17			
ENSG00000262633.2	-1.11E-17			
ENSG00000262636.1	-1.11E-17			
ENSG00000262660.1	-1.11E-17			
ENSG00000262664.3	-1.11E-17			
ENSG00000262721.1	-1.11E-17			
ENSG00000262730.1	-1.11E-17			
ENSG00000262791.1	-1.11E-17			
ENSG00000262831.1	-1.11E-17			
ENSG00000262885.1	-1.11E-17			
ENSG00000262899.1	-1.11E-17			
ENSG00000262967.1	-1.11E-17			
ENSG00000263070.1	-1.11E-17			
ENSG00000263165.1	-1.11E-17			
ENSG00000263171.1	-1.11E-17			
ENSG00000263212.2	-1.11E-17			
ENSG00000263218.2	-1.11E-17			
ENSG00000263244.2	-1.11E-17			
ENSG00000263271.1	-1.11E-17			
ENSG00000263335.1	-1.11E-17			
ENSG00000263390.1	-1.11E-17			
ENSG00000263414.1	-1.11E-17			
ENSG00000263424.1	-1.11E-17			
ENSG00000263436.1	-1.11E-17			
ENSG00000263468.1	-1.11E-17			
ENSG00000263575.1	-1.11E-17			
ENSG00000263585.1	-1.11E-17			
ENSG00000263597.1	-1.11E-17			
ENSG00000263602.1	-1.11E-17			
ENSG00000263683.1	-1.11E-17			
ENSG00000263690.2	-1.11E-17			
ENSG00000263707.1	-1.11E-17			
ENSG00000263756.1	-1.11E-17			
ENSG00000263772.1	-1.11E-17			
ENSG00000263776.1	-1.11E-17			
ENSG00000263798.2	-1.11E-17			
ENSG00000263809.1	-1.11E-17			
ENSG00000263859.1	-1.11E-17			
ENSG00000263873.1	-1.11E-17			
ENSG00000263897.1	-1.11E-17			
ENSG00000263917.1	-1.11E-17			
ENSG00000263963.1	-1.11E-17			
ENSG00000263972.1	-1.11E-17			
ENSG00000263986.1	-1.11E-17			
ENSG00000264019.1	-1.11E-17			
ENSG00000264023.1	-1.11E-17			
ENSG00000264049.1	-1.11E-17			
ENSG00000264058.2	-1.11E-17			
ENSG00000264167.1	-1.11E-17			
ENSG00000264211.1	-1.11E-17			
ENSG00000264268.1	-1.11E-17			
ENSG00000264293.2	-1.11E-17			
ENSG00000264294.1	-1.11E-17			
ENSG00000264339.1	-1.11E-17			
ENSG00000264346.1	-1.11E-17			
ENSG00000264384.2	-1.11E-17			
ENSG00000264474.1	-1.11E-17			
ENSG00000264486.1	-1.11E-17			
ENSG00000264501.2	-1.11E-17			
ENSG00000264514.1	-1.11E-17			
ENSG00000264545.2	-1.11E-17			
ENSG00000264549.1	-1.11E-17			
ENSG00000264554.2	-1.11E-17			
ENSG00000264558.1	-1.11E-17			
ENSG00000264578.1	-1.11E-17			
ENSG00000264585.1	-1.11E-17			
ENSG00000264633.1	-1.11E-17			
ENSG00000264668.2	-1.11E-17			
ENSG00000264684.1	-1.11E-17			
ENSG00000264732.1	-1.11E-17			
ENSG00000264892.1	-1.11E-17			
ENSG00000264984.1	-1.11E-17			
ENSG00000265075.1	-1.11E-17			
ENSG00000265134.1	-1.11E-17			
ENSG00000265139.1	-1.11E-17			
ENSG00000265188.1	-1.11E-17			
ENSG00000265236.1	-1.11E-17			
ENSG00000265287.2	-1.11E-17			
ENSG00000265303.1	-1.11E-17			
ENSG00000265304.1	-1.11E-17			
ENSG00000265306.1	-1.11E-17			
ENSG00000265373.2	-1.11E-17			
ENSG00000265401.1	-1.11E-17			
ENSG00000265415.1	-1.11E-17			
ENSG00000265507.1	-1.11E-17			
ENSG00000265537.1	-1.11E-17			
ENSG00000265558.1	-1.11E-17			
ENSG00000265579.1	-1.11E-17			
ENSG00000265618.1	-1.11E-17			
ENSG00000265657.1	-1.11E-17			
ENSG00000265658.6_PAR_Y	-1.11E-17			
ENSG00000265664.1	-1.11E-17			
ENSG00000265784.1	-1.11E-17			
ENSG00000265794.5	-1.11E-17			
ENSG00000265818.1	-1.11E-17			
ENSG00000265840.1	-1.11E-17			
ENSG00000265881.1	-1.11E-17			
ENSG00000265967.1	-1.11E-17			
ENSG00000265991.1	-1.11E-17			
ENSG00000266009.1	-1.11E-17			
ENSG00000266016.3	-1.11E-17			
ENSG00000266139.2	-1.11E-17			
ENSG00000266192.3	-1.11E-17			
ENSG00000266208.1	-1.11E-17			
ENSG00000266291.1	-1.11E-17			
ENSG00000266325.1	-1.11E-17			
ENSG00000266328.3	-1.11E-17			
ENSG00000266341.1	-1.11E-17			
ENSG00000266354.1	-1.11E-17			
ENSG00000266396.1	-1.11E-17			
ENSG00000266437.1	-1.11E-17			
ENSG00000266509.1	-1.11E-17			
ENSG00000266610.2	-1.11E-17			
ENSG00000266611.1	-1.11E-17			
ENSG00000266775.1	-1.11E-17			
ENSG00000266820.1	-1.11E-17			
ENSG00000266872.1	-1.11E-17			
ENSG00000266919.3	-1.11E-17			
ENSG00000266923.1	-1.11E-17			
ENSG00000266929.1	-1.11E-17			
ENSG00000266931.2	-1.11E-17			
ENSG00000266953.6	-1.11E-17			
ENSG00000266997.2	-1.11E-17			
ENSG00000267007.1	-1.11E-17			
ENSG00000267022.1	-1.11E-17			
ENSG00000267030.1	-1.11E-17			
ENSG00000267047.1	-1.11E-17			
ENSG00000267059.2	-1.11E-17			
ENSG00000267090.1	-1.11E-17			
ENSG00000267110.1	-1.11E-17			
ENSG00000267120.3	-1.11E-17			
ENSG00000267124.2	-1.11E-17			
ENSG00000267139.1	-1.11E-17			
ENSG00000267140.1	-1.11E-17			
ENSG00000267157.1	-1.11E-17			
ENSG00000267165.1	-1.11E-17			
ENSG00000267168.1	-1.11E-17			
ENSG00000267173.1	-1.11E-17			
ENSG00000267188.1	-1.11E-17			
ENSG00000267228.7	-1.11E-17			
ENSG00000267232.1	-1.11E-17			
ENSG00000267261.5	-1.11E-17			
ENSG00000267318.1	-1.11E-17			
ENSG00000267328.1	-1.11E-17			
ENSG00000267335.2	-1.11E-17			
ENSG00000267352.1	-1.11E-17			
ENSG00000267356.1	-1.11E-17			
ENSG00000267379.1	-1.11E-17			
ENSG00000267396.1	-1.11E-17			
ENSG00000267415.1	-1.11E-17			
ENSG00000267436.1	-1.11E-17			
ENSG00000267441.1	-1.11E-17			
ENSG00000267458.1	-1.11E-17			
ENSG00000267469.1	-1.11E-17			
ENSG00000267477.1	-1.11E-17			
ENSG00000267482.1	-1.11E-17			
ENSG00000267510.1	-1.11E-17			
ENSG00000267512.1	-1.11E-17			
ENSG00000267520.2	-1.11E-17			
ENSG00000267576.1	-1.11E-17			
ENSG00000267580.1	-1.11E-17			
ENSG00000267598.1	-1.11E-17			
ENSG00000267601.1	-1.11E-17			
ENSG00000267615.1	-1.11E-17			
ENSG00000267628.1	-1.11E-17			
ENSG00000267688.1	-1.11E-17			
ENSG00000267689.1	-1.11E-17			
ENSG00000267699.2	-1.11E-17			
ENSG00000267705.1	-1.11E-17			
ENSG00000267727.1	-1.11E-17			
ENSG00000267748.4	-1.11E-17			
ENSG00000267755.1	-1.11E-17			
ENSG00000267756.1	-1.11E-17			
ENSG00000267791.1	-1.11E-17			
ENSG00000267815.1	-1.11E-17			
ENSG00000267881.2	-1.11E-17			
ENSG00000268083.5	-1.11E-17			
ENSG00000268107.6	-1.11E-17			
ENSG00000268112.1	-1.11E-17			
ENSG00000268120.1	-1.11E-17			
ENSG00000268133.1	-1.11E-17			
ENSG00000268149.1	-1.11E-17			
ENSG00000268191.1	-1.11E-17			
ENSG00000268193.5	-1.11E-17			
ENSG00000268203.1	-1.11E-17			
ENSG00000268292.1	-1.11E-17			
ENSG00000268309.1	-1.11E-17			
ENSG00000268357.1	-1.11E-17			
ENSG00000268361.1	-1.11E-17			
ENSG00000268465.1	-1.11E-17			
ENSG00000268475.1	-1.11E-17			
ENSG00000268518.1	-1.11E-17			
ENSG00000268565.1	-1.11E-17			
ENSG00000268593.3	-1.11E-17			
ENSG00000268605.1	-1.11E-17			
ENSG00000268614.1	-1.11E-17			
ENSG00000268636.1	-1.11E-17			
ENSG00000268677.1	-1.11E-17			
ENSG00000268729.1	-1.11E-17			
ENSG00000268734.1	-1.11E-17			
ENSG00000268739.1	-1.11E-17			
ENSG00000268745.1	-1.11E-17			
ENSG00000268750.7	-1.11E-17			
ENSG00000268797.1	-1.11E-17			
ENSG00000268803.1	-1.11E-17			
ENSG00000268810.1	-1.11E-17			
ENSG00000268842.1	-1.11E-17			
ENSG00000268854.1	-1.11E-17			
ENSG00000268861.7	-1.11E-17			
ENSG00000268975.2	-1.11E-17			
ENSG00000268983.1	-1.11E-17			
ENSG00000268995.1	-1.11E-17			
ENSG00000269026.2	-1.11E-17			
ENSG00000269032.1	-1.11E-17			
ENSG00000269035.1	-1.11E-17			
ENSG00000269085.1	-1.11E-17			
ENSG00000269095.1	-1.11E-17			
ENSG00000269106.1	-1.11E-17			
ENSG00000269107.1	-1.11E-17			
ENSG00000269145.2	-1.11E-17			
ENSG00000269151.1	-1.11E-17			
ENSG00000269179.1	-1.11E-17			
ENSG00000269237.1	-1.11E-17			
ENSG00000269266.1	-1.11E-17			
ENSG00000269271.1	-1.11E-17			
ENSG00000269292.1	-1.11E-17			
ENSG00000269307.1	-1.11E-17			
ENSG00000269349.1	-1.11E-17			
ENSG00000269371.1	-1.11E-17			
ENSG00000269460.1	-1.11E-17			
ENSG00000269469.1	-1.11E-17			
ENSG00000269476.1	-1.11E-17			
ENSG00000269483.2	-1.11E-17			
ENSG00000269578.1	-1.11E-17			
ENSG00000269590.1	-1.11E-17			
ENSG00000269604.1	-1.11E-17			
ENSG00000269693.1	-1.11E-17			
ENSG00000269711.1	-1.11E-17			
ENSG00000269741.5	-1.11E-17			
ENSG00000269749.1	-1.11E-17			
ENSG00000269782.1	-1.11E-17			
ENSG00000269811.2	-1.11E-17			
ENSG00000269813.1	-1.11E-17			
ENSG00000269897.5	-1.11E-17			
ENSG00000269926.1	-1.11E-17			
ENSG00000269939.1	-1.11E-17			
ENSG00000269955.2	-1.11E-17			
ENSG00000269966.1	-1.11E-17			
ENSG00000269968.1	-1.11E-17			
ENSG00000269972.1	-1.11E-17			
ENSG00000269987.1	-1.11E-17			
ENSG00000270008.1	-1.11E-17			
ENSG00000270075.1	-1.11E-17			
ENSG00000270082.1	-1.11E-17			
ENSG00000270094.1	-1.11E-17			
ENSG00000270096.1	-1.11E-17			
ENSG00000270099.1	-1.11E-17			
ENSG00000270100.1	-1.11E-17			
ENSG00000270103.3	-1.11E-17			
ENSG00000270117.1	-1.11E-17			
ENSG00000270135.1	-1.11E-17			
ENSG00000270249.2	-1.11E-17			
ENSG00000270251.1	-1.11E-17			
ENSG00000270301.1	-1.11E-17			
ENSG00000270316.1	-1.11E-17			
ENSG00000270380.1	-1.11E-17			
ENSG00000270393.1	-1.11E-17			
ENSG00000270397.1	-1.11E-17			
ENSG00000270456.1	-1.11E-17			
ENSG00000270493.1	-1.11E-17			
ENSG00000270510.1	-1.11E-17			
ENSG00000270524.1	-1.11E-17			
ENSG00000270617.1	-1.11E-17			
ENSG00000270646.1	-1.11E-17			
ENSG00000270670.1	-1.11E-17			
ENSG00000270678.1	-1.11E-17			
ENSG00000270726.6_PAR_Y	-1.11E-17			
ENSG00000270736.1	-1.11E-17			
ENSG00000270757.1	-1.11E-17			
ENSG00000270771.1	-1.11E-17			
ENSG00000270828.1	-1.11E-17			
ENSG00000271041.1	-1.11E-17			
ENSG00000271154.1	-1.11E-17			
ENSG00000271211.1	-1.11E-17			
ENSG00000271502.1	-1.11E-17			
ENSG00000271526.1	-1.11E-17			
ENSG00000271672.1	-1.11E-17			
ENSG00000271758.2	-1.11E-17			
ENSG00000271793.1	-1.11E-17			
ENSG00000271853.5	-1.11E-17			
ENSG00000271894.1	-1.11E-17			
ENSG00000271914.1	-1.11E-17			
ENSG00000271949.1	-1.11E-17			
ENSG00000271981.1	-1.11E-17			
ENSG00000271982.1	-1.11E-17			
ENSG00000271984.1	-1.11E-17			
ENSG00000271998.1	-1.11E-17			
ENSG00000272087.1	-1.11E-17			
ENSG00000272104.1	-1.11E-17			
ENSG00000272112.1	-1.11E-17			
ENSG00000272114.1	-1.11E-17			
ENSG00000272149.1	-1.11E-17			
ENSG00000272155.1	-1.11E-17			
ENSG00000272162.1	-1.11E-17			
ENSG00000272234.1	-1.11E-17			
ENSG00000272296.1	-1.11E-17			
ENSG00000272297.2	-1.11E-17			
ENSG00000272346.2	-1.11E-17			
ENSG00000272410.5	-1.11E-17			
ENSG00000272418.1	-1.11E-17			
ENSG00000272458.1	-1.11E-17			
ENSG00000272478.1	-1.11E-17			
ENSG00000272543.1	-1.11E-17			
ENSG00000272558.1	-1.11E-17			
ENSG00000272600.1	-1.11E-17			
ENSG00000272601.1	-1.11E-17			
ENSG00000272617.3	-1.11E-17			
ENSG00000272638.1	-1.11E-17			
ENSG00000272639.1	-1.11E-17			
ENSG00000272647.3	-1.11E-17			
ENSG00000272661.1	-1.11E-17			
ENSG00000272678.1	-1.11E-17			
ENSG00000272679.1	-1.11E-17			
ENSG00000272688.1	-1.11E-17			
ENSG00000272694.1	-1.11E-17			
ENSG00000272741.1	-1.11E-17			
ENSG00000272742.1	-1.11E-17			
ENSG00000272760.1	-1.11E-17			
ENSG00000272762.5	-1.11E-17			
ENSG00000272770.1	-1.11E-17			
ENSG00000272772.1	-1.11E-17			
ENSG00000272801.1	-1.11E-17			
ENSG00000272821.1	-1.11E-17			
ENSG00000272851.1	-1.11E-17			
ENSG00000272896.1	-1.11E-17			
ENSG00000272897.5	-1.11E-17			
ENSG00000272920.1	-1.11E-17			
ENSG00000272934.1	-1.11E-17			
ENSG00000272936.1	-1.11E-17			
ENSG00000272968.5	-1.11E-17			
ENSG00000272982.1	-1.11E-17			
ENSG00000272991.1	-1.11E-17			
ENSG00000273025.1	-1.11E-17			
ENSG00000273047.1	-1.11E-17			
ENSG00000273049.1	-1.11E-17			
ENSG00000273088.2	-1.11E-17			
ENSG00000273110.1	-1.11E-17			
ENSG00000273149.1	-1.11E-17			
ENSG00000273153.1	-1.11E-17			
ENSG00000273171.1	-1.11E-17			
ENSG00000273211.1	-1.11E-17			
ENSG00000273217.1	-1.11E-17			
ENSG00000273219.1	-1.11E-17			
ENSG00000273221.1	-1.11E-17			
ENSG00000273244.1	-1.11E-17			
ENSG00000273262.1	-1.11E-17			
ENSG00000273275.1	-1.11E-17			
ENSG00000273299.1	-1.11E-17			
ENSG00000273300.1	-1.11E-17			
ENSG00000273333.2	-1.11E-17			
ENSG00000273370.1	-1.11E-17			
ENSG00000273413.1	-1.11E-17			
ENSG00000273420.1	-1.11E-17			
ENSG00000273433.1	-1.11E-17			
ENSG00000273471.1	-1.11E-17			
ENSG00000273537.1	-1.11E-17			
ENSG00000273541.1	-1.11E-17			
ENSG00000273544.1	-1.11E-17			
ENSG00000273587.1	-1.11E-17			
ENSG00000273596.1	-1.11E-17			
ENSG00000273621.1	-1.11E-17			
ENSG00000273623.1	-1.11E-17			
ENSG00000273637.1	-1.11E-17			
ENSG00000273658.1	-1.11E-17			
ENSG00000273701.1	-1.11E-17			
ENSG00000273709.1	-1.11E-17			
ENSG00000273734.1	-1.11E-17			
ENSG00000273767.1	-1.11E-17			
ENSG00000273776.1	-1.11E-17			
ENSG00000273782.1	-1.11E-17			
ENSG00000273830.1	-1.11E-17			
ENSG00000273835.1	-1.11E-17			
ENSG00000273908.1	-1.11E-17			
ENSG00000273942.1	-1.11E-17			
ENSG00000273948.1	-1.11E-17			
ENSG00000273961.1	-1.11E-17			
ENSG00000274012.1	-1.11E-17			
ENSG00000274049.4	-1.11E-17			
ENSG00000274062.1	-1.11E-17			
ENSG00000274072.1	-1.11E-17			
ENSG00000274091.1	-1.11E-17			
ENSG00000274121.1	-1.11E-17			
ENSG00000274164.1	-1.11E-17			
ENSG00000274168.1	-1.11E-17			
ENSG00000274170.1	-1.11E-17			
ENSG00000274172.1	-1.11E-17			
ENSG00000274177.1	-1.11E-17			
ENSG00000274199.1	-1.11E-17			
ENSG00000274230.1	-1.11E-17			
ENSG00000274266.1	-1.11E-17			
ENSG00000274295.1	-1.11E-17			
ENSG00000274309.1	-1.11E-17			
ENSG00000274343.1	-1.11E-17			
ENSG00000274344.1	-1.11E-17			
ENSG00000274396.1	-1.11E-17			
ENSG00000274409.1	-1.11E-17			
ENSG00000274415.1	-1.11E-17			
ENSG00000274430.1	-1.11E-17			
ENSG00000274432.1	-1.11E-17			
ENSG00000274467.1	-1.11E-17			
ENSG00000274475.1	-1.11E-17			
ENSG00000274491.1	-1.11E-17			
ENSG00000274500.1	-1.11E-17			
ENSG00000274503.1	-1.11E-17			
ENSG00000274544.1	-1.11E-17			
ENSG00000274547.1	-1.11E-17			
ENSG00000274582.1	-1.11E-17			
ENSG00000274599.2	-1.11E-17			
ENSG00000274606.1	-1.11E-17			
ENSG00000274617.1	-1.11E-17			
ENSG00000274630.1	-1.11E-17			
ENSG00000274640.1	-1.11E-17			
ENSG00000274655.1	-1.11E-17			
ENSG00000274709.1	-1.11E-17			
ENSG00000274758.1	-1.11E-17			
ENSG00000274760.1	-1.11E-17			
ENSG00000274777.1	-1.11E-17			
ENSG00000274819.1	-1.11E-17			
ENSG00000274836.1	-1.11E-17			
ENSG00000274845.1	-1.11E-17			
ENSG00000274862.1	-1.11E-17			
ENSG00000274864.1	-1.11E-17			
ENSG00000274866.1	-1.11E-17			
ENSG00000274874.2	-1.11E-17			
ENSG00000274878.1	-1.11E-17			
ENSG00000274904.1	-1.11E-17			
ENSG00000274915.1	-1.11E-17			
ENSG00000274934.1	-1.11E-17			
ENSG00000274962.1	-1.11E-17			
ENSG00000274975.1	-1.11E-17			
ENSG00000274984.1	-1.11E-17			
ENSG00000274985.1	-1.11E-17			
ENSG00000274998.1	-1.11E-17			
ENSG00000275033.1	-1.11E-17			
ENSG00000275034.2	-1.11E-17			
ENSG00000275043.1	-1.11E-17			
ENSG00000275054.1	-1.11E-17			
ENSG00000275069.1	-1.11E-17			
ENSG00000275072.1	-1.11E-17			
ENSG00000275121.1	-1.11E-17			
ENSG00000275127.1	-1.11E-17			
ENSG00000275128.1	-1.11E-17			
ENSG00000275134.1	-1.11E-17			
ENSG00000275143.1	-1.11E-17			
ENSG00000275146.1	-1.11E-17			
ENSG00000275185.1	-1.11E-17			
ENSG00000275219.1	-1.11E-17			
ENSG00000275221.2	-1.11E-17			
ENSG00000275254.1	-1.11E-17			
ENSG00000275266.1	-1.11E-17			
ENSG00000275287.5_PAR_Y	-1.11E-17			
ENSG00000275307.1	-1.11E-17			
ENSG00000275327.1	-1.11E-17			
ENSG00000275359.1	-1.11E-17			
ENSG00000275372.1	-1.11E-17			
ENSG00000275400.1	-1.11E-17			
ENSG00000275502.1	-1.11E-17			
ENSG00000275524.1	-1.11E-17			
ENSG00000275527.1	-1.11E-17			
ENSG00000275529.1	-1.11E-17			
ENSG00000275538.1	-1.11E-17			
ENSG00000275558.1	-1.11E-17			
ENSG00000275559.1	-1.11E-17			
ENSG00000275589.1	-1.11E-17			
ENSG00000275610.1	-1.11E-17			
ENSG00000275616.1	-1.11E-17			
ENSG00000275634.1	-1.11E-17			
ENSG00000275638.1	-1.11E-17			
ENSG00000275646.1	-1.11E-17			
ENSG00000275666.1	-1.11E-17			
ENSG00000275693.1	-1.11E-17			
ENSG00000275745.1	-1.11E-17			
ENSG00000275778.2	-1.11E-17			
ENSG00000275818.1	-1.11E-17			
ENSG00000275823.1	-1.11E-17			
ENSG00000275856.1	-1.11E-17			
ENSG00000275857.1	-1.11E-17			
ENSG00000275859.1	-1.11E-17			
ENSG00000275871.1	-1.11E-17			
ENSG00000275900.1	-1.11E-17			
ENSG00000275902.1	-1.11E-17			
ENSG00000275915.1	-1.11E-17			
ENSG00000275942.1	-1.11E-17			
ENSG00000275968.1	-1.11E-17			
ENSG00000275971.1	-1.11E-17			
ENSG00000275976.5	-1.11E-17			
ENSG00000275982.1	-1.11E-17			
ENSG00000275994.1	-1.11E-17			
ENSG00000275996.1	-1.11E-17			
ENSG00000276015.1	-1.11E-17			
ENSG00000276019.1	-1.11E-17			
ENSG00000276027.1	-1.11E-17			
ENSG00000276046.1	-1.11E-17			
ENSG00000276055.1	-1.11E-17			
ENSG00000276057.1	-1.11E-17			
ENSG00000276074.1	-1.11E-17			
ENSG00000276089.1	-1.11E-17			
ENSG00000276100.1	-1.11E-17			
ENSG00000276101.1	-1.11E-17			
ENSG00000276105.1	-1.11E-17			
ENSG00000276140.1	-1.11E-17			
ENSG00000276150.1	-1.11E-17			
ENSG00000276161.1	-1.11E-17			
ENSG00000276164.1	-1.11E-17			
ENSG00000276185.1	-1.11E-17			
ENSG00000276189.1	-1.11E-17			
ENSG00000276200.1	-1.11E-17			
ENSG00000276225.1	-1.11E-17			
ENSG00000276229.1	-1.11E-17			
ENSG00000276232.1	-1.11E-17			
ENSG00000276233.1	-1.11E-17			
ENSG00000276259.1	-1.11E-17			
ENSG00000276278.1	-1.11E-17			
ENSG00000276304.1	-1.11E-17			
ENSG00000276314.1	-1.11E-17			
ENSG00000276319.1	-1.11E-17			
ENSG00000276376.1	-1.11E-17			
ENSG00000276398.1	-1.11E-17			
ENSG00000276418.5	-1.11E-17			
ENSG00000276426.1	-1.11E-17			
ENSG00000276470.1	-1.11E-17			
ENSG00000276490.1	-1.11E-17			
ENSG00000276494.1	-1.11E-17			
ENSG00000276496.1	-1.11E-17			
ENSG00000276525.1	-1.11E-17			
ENSG00000276528.1	-1.11E-17			
ENSG00000276530.1	-1.11E-17			
ENSG00000276596.1	-1.11E-17			
ENSG00000276609.1	-1.11E-17			
ENSG00000276610.1	-1.11E-17			
ENSG00000276612.3	-1.11E-17			
ENSG00000276626.1	-1.11E-17			
ENSG00000276642.1	-1.11E-17			
ENSG00000276643.1	-1.11E-17			
ENSG00000276664.1	-1.11E-17			
ENSG00000276675.1	-1.11E-17			
ENSG00000276680.1	-1.11E-17			
ENSG00000276690.1	-1.11E-17			
ENSG00000276771.1	-1.11E-17			
ENSG00000276784.1	-1.11E-17			
ENSG00000276788.1	-1.11E-17			
ENSG00000276859.1	-1.11E-17			
ENSG00000276873.1	-1.11E-17			
ENSG00000276884.1	-1.11E-17			
ENSG00000276904.1	-1.11E-17			
ENSG00000276908.1	-1.11E-17			
ENSG00000276919.1	-1.11E-17			
ENSG00000276964.1	-1.11E-17			
ENSG00000276965.1	-1.11E-17			
ENSG00000276991.1	-1.11E-17			
ENSG00000277009.1	-1.11E-17			
ENSG00000277027.1	-1.11E-17			
ENSG00000277030.1	-1.11E-17			
ENSG00000277034.1	-1.11E-17			
ENSG00000277066.1	-1.11E-17			
ENSG00000277077.1	-1.11E-17			
ENSG00000277081.1	-1.11E-17			
ENSG00000277084.1	-1.11E-17			
ENSG00000277108.1	-1.11E-17			
ENSG00000277119.1	-1.11E-17			
ENSG00000277120.5_PAR_Y	-1.11E-17			
ENSG00000277124.1	-1.11E-17			
ENSG00000277162.1	-1.11E-17			
ENSG00000277184.1	-1.11E-17			
ENSG00000277191.1	-1.11E-17			
ENSG00000277194.1	-1.11E-17			
ENSG00000277209.1	-1.11E-17			
ENSG00000277234.1	-1.11E-17			
ENSG00000277243.1	-1.11E-17			
ENSG00000277269.1	-1.11E-17			
ENSG00000277274.1	-1.11E-17			
ENSG00000277320.1	-1.11E-17			
ENSG00000277370.1	-1.11E-17			
ENSG00000277436.1	-1.11E-17			
ENSG00000277444.1	-1.11E-17			
ENSG00000277446.1	-1.11E-17			
ENSG00000277460.1	-1.11E-17			
ENSG00000277468.1	-1.11E-17			
ENSG00000277469.1	-1.11E-17			
ENSG00000277492.1	-1.11E-17			
ENSG00000277502.1	-1.11E-17			
ENSG00000277512.1	-1.11E-17			
ENSG00000277524.1	-1.11E-17			
ENSG00000277553.1	-1.11E-17			
ENSG00000277565.1	-1.11E-17			
ENSG00000277577.1	-1.11E-17			
ENSG00000277578.1	-1.11E-17			
ENSG00000277582.1	-1.11E-17			
ENSG00000277583.1	-1.11E-17			
ENSG00000277599.1	-1.11E-17			
ENSG00000277604.1	-1.11E-17			
ENSG00000277611.1	-1.11E-17			
ENSG00000277653.1	-1.11E-17			
ENSG00000277688.1	-1.11E-17			
ENSG00000277689.1	-1.11E-17			
ENSG00000277694.1	-1.11E-17			
ENSG00000277726.4	-1.11E-17			
ENSG00000277732.1	-1.11E-17			
ENSG00000277752.1	-1.11E-17			
ENSG00000277785.1	-1.11E-17			
ENSG00000277801.1	-1.11E-17			
ENSG00000277830.1	-1.11E-17			
ENSG00000277846.1	-1.11E-17			
ENSG00000277859.1	-1.11E-17			
ENSG00000277864.1	-1.11E-17			
ENSG00000277887.1	-1.11E-17			
ENSG00000277889.1	-1.11E-17			
ENSG00000277903.1	-1.11E-17			
ENSG00000277913.1	-1.11E-17			
ENSG00000277916.1	-1.11E-17			
ENSG00000277922.1	-1.11E-17			
ENSG00000277925.1	-1.11E-17			
ENSG00000277935.1	-1.11E-17			
ENSG00000277941.1	-1.11E-17			
ENSG00000277947.1	-1.11E-17			
ENSG00000277966.1	-1.11E-17			
ENSG00000277967.1	-1.11E-17			
ENSG00000277971.1	-1.11E-17			
ENSG00000277985.1	-1.11E-17			
ENSG00000277986.1	-1.11E-17			
ENSG00000277994.1	-1.11E-17			
ENSG00000278020.1	-1.11E-17			
ENSG00000278039.1	-1.11E-17			
ENSG00000278045.1	-1.11E-17			
ENSG00000278048.1	-1.11E-17			
ENSG00000278050.1	-1.11E-17			
ENSG00000278055.1	-1.11E-17			
ENSG00000278072.1	-1.11E-17			
