Gene	Correlation	Labels	dot	class
ENSG00000240338.6	0.098973071			
ENSG00000126603.9	0.098945387			
ENSG00000230870.2	0.098945258			
ENSG00000242753.2	0.098944645			
ENSG00000134215.16	0.098938113			
ENSG00000263885.1	0.098937922			
ENSG00000168939.12	0.098925522			
ENSG00000272975.1	0.098912967			
ENSG00000199349.1	0.098900536			
ENSG00000169255.15	0.09889907			
ENSG00000156504.16	0.098884234			
ENSG00000198408.14	0.098883981			
ENSG00000271605.6	0.098883893			
ENSG00000111879.20	0.098873751			
ENSG00000143119.14	0.098871437			
ENSG00000225140.1	0.098870804			
ENSG00000223806.8	0.098865825			
ENSG00000183303.2	0.098863111			
ENSG00000185052.12	0.098856083			
ENSG00000231134.1	0.098850093			
ENSG00000165801.10	0.098845704			
ENSG00000287505.1	0.098840931			
ENSG00000228717.1	0.098829717			
ENSG00000181264.9	0.0988203			
ENSG00000253259.1	0.098812224			
ENSG00000238197.6	0.098809446			
ENSG00000262316.1	0.098804788			
ENSG00000204623.9	0.098804321			
ENSG00000261047.1	0.098799271			
ENSG00000166206.15	0.098798451			
ENSG00000240489.1	0.098792586			
ENSG00000265631.1	0.098791458			
ENSG00000199664.1	0.098790778			
ENSG00000252905.1	0.09878921			
ENSG00000189266.13	0.098784283			
ENSG00000251972.1	0.09877423			
ENSG00000243641.3	0.098773623			
ENSG00000237645.1	0.098768144			
ENSG00000234999.1	0.098761728			
ENSG00000201955.1	0.098752141			
ENSG00000229052.2	0.098728648			
ENSG00000240132.1	0.098728379			
ENSG00000233445.1	0.098722559			
ENSG00000229212.8	0.098722477			
ENSG00000113569.16	0.098719355			
ENSG00000276822.1	0.0987189			
ENSG00000103449.12	0.098716015			
ENSG00000237479.1	0.09871329			
ENSG00000165181.16	0.098710623			
ENSG00000287687.2	0.098710613			
ENSG00000227438.1	0.098708971			
ENSG00000174417.3	0.098707107			
ENSG00000260996.1	0.098705742			
ENSG00000227260.2	0.098701437			
ENSG00000115423.19	0.098700141			
ENSG00000157110.16	0.098677617			
ENSG00000269982.1	0.098676498			
ENSG00000164120.14	0.09867605			
ENSG00000100038.20	0.098673147			
ENSG00000249312.1	0.098662242			
ENSG00000237447.1	0.098658442			
ENSG00000135046.14	0.098653858			
ENSG00000253980.1	0.098642624			
ENSG00000232646.1	0.09863607			
ENSG00000202229.1	0.098626402			
ENSG00000249317.2	0.098620958			
ENSG00000144191.12	0.098612992			
ENSG00000145990.11	0.098607779			
ENSG00000119440.8	0.098604272			
ENSG00000272542.1	0.098603014			
ENSG00000253526.1	0.098592287			
ENSG00000144908.14	0.098587418			
ENSG00000275395.6	0.09858535			
ENSG00000232200.2	0.098573058			
ENSG00000230661.1	0.098572028			
ENSG00000255469.1	0.098567068			
ENSG00000224493.1	0.09856672			
ENSG00000137478.15	0.098561677			
ENSG00000256351.1	0.098552732			
ENSG00000214812.3	0.09855093			
ENSG00000225174.2	0.098546187			
ENSG00000202536.2	0.098533357			
ENSG00000254672.1	0.098528584			
ENSG00000277883.1	0.098517311			
ENSG00000273381.1	0.098514248			
ENSG00000140749.9	0.098501959			
ENSG00000108389.9	0.098501159			
ENSG00000260853.2	0.098496404			
ENSG00000250645.1	0.098491071			
ENSG00000213018.2	0.098487194			
ENSG00000244335.3	0.098485171			
ENSG00000243547.1	0.098484281			
ENSG00000249746.1	0.098481833			
ENSG00000170653.19	0.098481623			
ENSG00000166592.12	0.098474418			
ENSG00000211789.2	0.098472939			
ENSG00000202137.1	0.098468778			
ENSG00000201533.1	0.098458784			
ENSG00000207947.3	0.098455978			
ENSG00000235129.1	0.098453876			
ENSG00000256287.1	0.098449122			
ENSG00000268670.1	0.098443453			
ENSG00000253461.1	0.098428924			
ENSG00000132514.14	0.098423694			
ENSG00000198934.5	0.098421595			
ENSG00000228627.2	0.098420573			
ENSG00000211883.1	0.09842042			
ENSG00000236018.2	0.098414685			
ENSG00000287343.1	0.098406351			
ENSG00000231812.1	0.098401932			
ENSG00000242953.1	0.098400237			
ENSG00000228680.1	0.098388684			
ENSG00000286765.1	0.098384177			
ENSG00000259731.2	0.098357043			
ENSG00000273327.1	0.098353762			
ENSG00000254249.1	0.098342184			
ENSG00000100558.9	0.098341067			
ENSG00000252980.1	0.098338716			
ENSG00000108557.19	0.098315869			
ENSG00000258773.2	0.098313535			
ENSG00000231418.2	0.098311248			
ENSG00000256714.1	0.098307821			
ENSG00000235775.1	0.098305994			
ENSG00000101331.17	0.098304781			
ENSG00000141905.19	0.098299241			
ENSG00000271077.1	0.098298516			
ENSG00000270571.2	0.098298208			
ENSG00000284690.3	0.098295316			
ENSG00000252257.1	0.098280419			
ENSG00000181826.10	0.098279721			
ENSG00000184254.17	0.09827582			
ENSG00000180219.2	0.098274549			
ENSG00000154359.13	0.098261539			
ENSG00000261366.1	0.098253518			
ENSG00000237994.1	0.098248854			
ENSG00000239964.3	0.098241753			
ENSG00000279632.1	0.098241751			
ENSG00000106537.8	0.098239755			
ENSG00000232162.1	0.098213214			
ENSG00000265815.1	0.098210603			
ENSG00000207954.1	0.098208113			
ENSG00000174574.16	0.098207745			
ENSG00000164970.15	0.098206157			
ENSG00000244476.3	0.098200331			
ENSG00000204529.4	0.098195826			
ENSG00000240974.1	0.098190832			
ENSG00000200369.1	0.098172472			
ENSG00000080224.17	0.098172085			
ENSG00000212459.1	0.098145536			
ENSG00000277711.1	0.098139357			
ENSG00000177483.11	0.098121668			
ENSG00000235440.1	0.098109312			
ENSG00000239984.3	0.098103464			
ENSG00000234828.9	0.098102887			
ENSG00000197408.10	0.098083611			
ENSG00000225423.1	0.098081157			
ENSG00000233836.7	0.098075448			
ENSG00000240808.1	0.098066805			
ENSG00000243991.3	0.098065921			
ENSG00000225037.1	0.098065031			
ENSG00000136352.19	0.098064087			
ENSG00000285993.1	0.0980471			
ENSG00000231087.2	0.098046603			
ENSG00000253098.1	0.098037662			
ENSG00000070831.17	0.098034282			
ENSG00000253313.6	0.09803238			
ENSG00000121236.21	0.09803212			
ENSG00000240411.2	0.098026538			
ENSG00000236364.4	0.098023778			
ENSG00000248863.2	0.098016791			
ENSG00000082929.8	0.098016647			
ENSG00000104388.15	0.097999574			
ENSG00000108932.12	0.097998986			
ENSG00000101888.12	0.097989997			
ENSG00000134193.15	0.09798746			
ENSG00000201412.1	0.097987316			
ENSG00000233681.1	0.097985336			
ENSG00000261333.2	0.097983129			
ENSG00000124508.17	0.0979808			
ENSG00000228384.4	0.097980741			
ENSG00000240993.3	0.097976568			
ENSG00000235086.1	0.097973467			
ENSG00000265265.1	0.097972215			
ENSG00000200040.1	0.097968109			
ENSG00000249691.1	0.097955794			
ENSG00000263479.2	0.097952515			
ENSG00000223543.1	0.097934345			
ENSG00000202502.1	0.097932956			
ENSG00000236664.1	0.09793226			
ENSG00000265064.1	0.097931112			
ENSG00000254897.1	0.097922043			
ENSG00000270729.1	0.097915205			
ENSG00000227676.4	0.097913305			
ENSG00000249761.1	0.097907194			
ENSG00000237213.2	0.097905261			
ENSG00000243319.7	0.097899453			
ENSG00000211884.1	0.097898942			
ENSG00000263969.2	0.097898926			
ENSG00000216316.1	0.097887789			
ENSG00000067955.15	0.097883432			
ENSG00000274486.1	0.097874864			
ENSG00000253767.2	0.097870531			
ENSG00000128283.7	0.097864617			
ENSG00000242948.1	0.097863198			
ENSG00000163545.11	0.097851587			
ENSG00000254923.1	0.097840735			
ENSG00000238326.1	0.097810243			
ENSG00000189372.4	0.097801419			
ENSG00000224310.1	0.097799206			
ENSG00000078237.7	0.097796281			
ENSG00000200680.1	0.097795106			
ENSG00000285412.1	0.097789965			
ENSG00000182854.8	0.097787355			
ENSG00000242628.6	0.097786012			
ENSG00000225470.8	0.097764432			
ENSG00000287012.1	0.097760969			
ENSG00000151729.11	0.097757848			
ENSG00000211868.1	0.097756761			
ENSG00000240863.3	0.09775435			
ENSG00000253288.2	0.097745152			
ENSG00000140859.16	0.097743029			
ENSG00000268043.7	0.097741146			
ENSG00000241587.3	0.097738341			
ENSG00000270190.1	0.097734604			
ENSG00000238246.1	0.097719344			
ENSG00000224666.3	0.097718293			
ENSG00000222046.2	0.09770924			
ENSG00000239102.1	0.097707892			
ENSG00000276081.1	0.097707586			
ENSG00000278889.4	0.097706872			
ENSG00000213901.11	0.097699266			
ENSG00000243642.3	0.097696875			
ENSG00000243911.3	0.097692209			
ENSG00000275014.1	0.09768888			
ENSG00000271824.2	0.097677621			
ENSG00000234143.1	0.097651309			
ENSG00000207497.1	0.097649471			
ENSG00000222414.1	0.097647559			
ENSG00000108788.12	0.097638788			
ENSG00000252319.1	0.097637159			
ENSG00000213046.4	0.097619618			
ENSG00000280321.1	0.097612036			
ENSG00000132321.17	0.09760507			
ENSG00000243365.3	0.097597332			
ENSG00000213431.4	0.097593491			
ENSG00000287369.1	0.097589304			
ENSG00000137766.17	0.097589082			
ENSG00000212402.1	0.097586755			
ENSG00000251183.1	0.097583103			
ENSG00000264934.1	0.097571649			
ENSG00000241527.1	0.097567625			
ENSG00000174599.5	0.097567248			
ENSG00000267141.1	0.097564105			
ENSG00000188306.6	0.0975579			
ENSG00000258938.1	0.097556248			
ENSG00000266538.1	0.097526135			
ENSG00000251869.1	0.097515304			
ENSG00000116703.14	0.097513056			
ENSG00000207135.1	0.09750814			
ENSG00000163811.12	0.097507429			
ENSG00000261744.1	0.097503647			
ENSG00000228079.2	0.097503146			
ENSG00000123338.13	0.097494541			
ENSG00000252812.1	0.097489318			
ENSG00000259986.1	0.097482038			
ENSG00000236393.2	0.097471951			
ENSG00000284641.1	0.097458457			
ENSG00000208308.1	0.097434837			
ENSG00000275015.1	0.097432492			
ENSG00000227230.1	0.097429611			
ENSG00000214318.3	0.097427577			
ENSG00000087274.17	0.097424605			
ENSG00000233673.7	0.097418949			
ENSG00000207444.1	0.09741525			
ENSG00000207698.1	0.097410955			
ENSG00000263399.1	0.097403964			
ENSG00000222629.1	0.097390763			
ENSG00000254285.3	0.097384949			
ENSG00000233603.1	0.097384807			
ENSG00000228057.1	0.097380964			
ENSG00000148735.15	0.097373484			
ENSG00000225898.1	0.097370473			
ENSG00000272140.2	0.097367206			
ENSG00000212248.1	0.097359343			
ENSG00000115486.12	0.097357971			
ENSG00000272164.1	0.097354677			
ENSG00000250983.1	0.097352802			
ENSG00000164393.8	0.097342407			
ENSG00000080546.13	0.097334497			
ENSG00000275688.4	0.097333793			
ENSG00000277640.1	0.097332148			
ENSG00000229877.1	0.097329778			
ENSG00000256098.1	0.097329188			
ENSG00000228368.1	0.097324435			
ENSG00000254681.6	0.097318579			
ENSG00000232801.1	0.097317923			
ENSG00000231496.2	0.097313746			
ENSG00000262116.1	0.09731276			
ENSG00000159708.18	0.097302687			
ENSG00000280185.1	0.097295555			
ENSG00000140287.11	0.097268174			
ENSG00000240048.1	0.097256158			
ENSG00000245534.7	0.09723354			
ENSG00000225221.1	0.097225378			
ENSG00000136986.10	0.097205072			
ENSG00000232927.1	0.097196068			
ENSG00000251576.1	0.097194707			
ENSG00000212303.1	0.097194655			
ENSG00000242317.1	0.097184364			
ENSG00000137709.10	0.097181767			
ENSG00000182141.10	0.097170459			
ENSG00000266297.1	0.097168611			
ENSG00000253338.1	0.097160678			
ENSG00000207873.1	0.097156266			
ENSG00000206129.4	0.097133032			
ENSG00000249500.1	0.09713292			
ENSG00000180475.4	0.097114301			
ENSG00000257228.5	0.097112259			
ENSG00000270734.1	0.097110792			
ENSG00000262974.1	0.097107049			
ENSG00000261625.1	0.097074685			
ENSG00000273213.3	0.097073767			
ENSG00000008441.18	0.097071674			
ENSG00000227409.1	0.097064746			
ENSG00000187258.14	0.097053094			
ENSG00000223458.2	0.097047334			
ENSG00000249885.1	0.097047119			
ENSG00000232842.2	0.097046428			
ENSG00000253770.1	0.097043709			
ENSG00000154096.14	0.0970437			
ENSG00000013374.16	0.097042847			
ENSG00000207087.1	0.09704261			
ENSG00000286373.1	0.097039623			
ENSG00000224257.1	0.097032504			
ENSG00000237596.7	0.097030921			
ENSG00000236986.6	0.0970253			
ENSG00000287623.1	0.097021239			
ENSG00000134901.13	0.097019998			
ENSG00000231183.4	0.097008882			
ENSG00000251059.6	0.096997185			
ENSG00000228222.1	0.096985057			
ENSG00000196248.5	0.096984085			
ENSG00000213057.5	0.096966482			
ENSG00000179577.3	0.096965184			
ENSG00000231772.5	0.096953999			
ENSG00000226655.1	0.096939876			
ENSG00000275674.1	0.09693425			
ENSG00000256802.2	0.096900866			
ENSG00000213373.7	0.09690006			
ENSG00000225078.2	0.096889427			
ENSG00000235899.2	0.096886565			
ENSG00000147573.17	0.096876289			
ENSG00000253311.3	0.09687427			
ENSG00000286506.1	0.096874057			
ENSG00000254037.2	0.096865464			
ENSG00000188771.5	0.096862829			
ENSG00000243505.3	0.096849586			
ENSG00000227687.1	0.096831708			
ENSG00000049167.15	0.09682823			
ENSG00000238102.2	0.096806569			
ENSG00000243404.2	0.09680293			
ENSG00000213088.12	0.096796582			
ENSG00000235246.1	0.096781794			
ENSG00000100565.15	0.096780919			
ENSG00000236521.1	0.096777675			
ENSG00000259754.2	0.096754742			
ENSG00000285733.1	0.096752953			
ENSG00000223841.1	0.096746921			
ENSG00000237934.1	0.096734212			
ENSG00000205279.8	0.0967162			
ENSG00000285783.1	0.096711354			
ENSG00000274852.1	0.096709766			
ENSG00000266287.1	0.096683996			
ENSG00000154654.15	0.096681213			
ENSG00000224730.1	0.096678778			
ENSG00000280302.1	0.096668934			
ENSG00000250343.1	0.096664826			
ENSG00000221962.5	0.096662616			
ENSG00000237541.4	0.096659423			
ENSG00000139970.17	0.096656739			
ENSG00000250266.2	0.096611613			
ENSG00000282885.2	0.096610367			
ENSG00000259162.1	0.096606884			
ENSG00000262516.1	0.096595884			
ENSG00000252213.1	0.096590826			
ENSG00000147655.12	0.096584577			
ENSG00000223273.1	0.096555839			
ENSG00000278496.1	0.096552174			
ENSG00000200849.1	0.096543483			
ENSG00000237331.1	0.096541306			
ENSG00000212581.1	0.096539601			
ENSG00000244534.3	0.096539497			
ENSG00000234844.1	0.096538959			
ENSG00000279294.1	0.096529295			
ENSG00000269043.2	0.096525337			
ENSG00000200713.1	0.096519507			
ENSG00000079841.18	0.096518243			
ENSG00000230737.1	0.096509187			
ENSG00000282418.1	0.096498655			
ENSG00000256362.2	0.096494397			
ENSG00000274642.1	0.096493163			
ENSG00000251179.1	0.096488601			
ENSG00000251884.1	0.09648506			
ENSG00000285802.1	0.096455816			
ENSG00000263069.6	0.096450899			
ENSG00000280387.1	0.096444134			
ENSG00000286502.1	0.096441129			
ENSG00000232623.1	0.096436307			
ENSG00000254348.1	0.096431246			
ENSG00000165115.15	0.096430906			
ENSG00000248257.7	0.096423248			
ENSG00000165874.13	0.096420959			
ENSG00000239794.3	0.096417557			
ENSG00000164039.15	0.096414262			
ENSG00000212126.3	0.096404515			
ENSG00000235920.1	0.096396051			
ENSG00000243438.1	0.096381791			
ENSG00000167995.17	0.096372489			
ENSG00000009844.16	0.096371914			
ENSG00000261624.1	0.096371323			
ENSG00000138823.13	0.096357817			
ENSG00000255480.1	0.096353026			
ENSG00000264425.1	0.096331539			
ENSG00000286686.1	0.096315484			
ENSG00000272549.1	0.096313089			
ENSG00000206800.1	0.096299858			
ENSG00000207190.1	0.096289424			
ENSG00000163655.16	0.096277548			
ENSG00000226854.1	0.096267241			
ENSG00000267233.1	0.096264017			
ENSG00000186204.15	0.09625693			
ENSG00000179133.15	0.096249293			
ENSG00000271588.1	0.096247588			
ENSG00000223942.2	0.09623743			
ENSG00000263755.2	0.096206004			
ENSG00000095303.17	0.096202181			
ENSG00000238517.1	0.096198754			
ENSG00000200563.1	0.096185899			
ENSG00000283509.1	0.096182278			
ENSG00000160182.3	0.096157409			
ENSG00000252722.1	0.096151196			
ENSG00000232891.1	0.096148233			
ENSG00000279463.1	0.096142163			
ENSG00000200949.1	0.096132138			
ENSG00000224932.2	0.096131511			
ENSG00000207785.1	0.096125695			
ENSG00000188039.16	0.096119684			
ENSG00000241568.3	0.096115007			
ENSG00000251878.1	0.096109338			
ENSG00000201140.1	0.09610559			
ENSG00000278709.2	0.096102145			
ENSG00000248544.2	0.09609543			
ENSG00000229961.3	0.096080141			
ENSG00000173431.2	0.096079769			
ENSG00000259657.1	0.096077861			
ENSG00000240997.3	0.09607549			
ENSG00000134138.20	0.096074635			
ENSG00000237833.1	0.096069039			
ENSG00000261442.1	0.096063538			
ENSG00000262248.1	0.096060415			
ENSG00000281990.1	0.096059328			
ENSG00000250786.2	0.096054969			
ENSG00000201774.1	0.096045107			
ENSG00000229229.1	0.096024648			
ENSG00000277288.5	0.096022787			
ENSG00000233286.1	0.096022531			
ENSG00000279013.1	0.09602217			
ENSG00000186645.10	0.096021871			
ENSG00000108509.21	0.096015691			
ENSG00000134201.12	0.09600625			
ENSG00000251058.1	0.095986621			
ENSG00000269707.2	0.095986054			
ENSG00000229190.1	0.095983683			
ENSG00000265296.1	0.095981719			
ENSG00000252145.1	0.095967467			
ENSG00000248249.1	0.095964869			
ENSG00000010270.14	0.095962443			
ENSG00000151892.15	0.095952427			
ENSG00000280281.1	0.095951095			
ENSG00000226380.9	0.095944231			
ENSG00000276931.1	0.095933588			
ENSG00000263666.1	0.095928485			
ENSG00000253563.2	0.095926607			
ENSG00000236867.1	0.095922147			
ENSG00000274321.1	0.095916917			
ENSG00000199327.1	0.095916588			
ENSG00000283678.1	0.09590777			
ENSG00000205277.9	0.095904516			
ENSG00000221634.1	0.095902642			
ENSG00000242381.3	0.095902149			
ENSG00000129250.12	0.095891898			
ENSG00000255669.2	0.095891859			
ENSG00000233665.8	0.095890641			
ENSG00000119616.11	0.095886616			
ENSG00000182162.11	0.095886316			
ENSG00000255692.1	0.095882465			
ENSG00000230587.2	0.095882228			
ENSG00000109943.9	0.095880819			
ENSG00000224356.5	0.095877219			
ENSG00000273654.1	0.095853673			
ENSG00000157502.13	0.095845705			
ENSG00000206613.1	0.095843124			
ENSG00000223784.2	0.095837658			
ENSG00000264573.2	0.09583463			
ENSG00000285492.1	0.095831153			
ENSG00000236818.1	0.095830097			
ENSG00000207871.2	0.09582667			
ENSG00000267526.1	0.095821553			
ENSG00000200503.1	0.095808742			
ENSG00000233551.2	0.095808513			
ENSG00000244371.2	0.095808314			
ENSG00000000005.6	0.095790541			
ENSG00000250162.1	0.095789252			
ENSG00000279742.1	0.095788533			
ENSG00000212232.1	0.095788351			
ENSG00000187446.12	0.095785348			
ENSG00000154252.12	0.095778174			
ENSG00000276576.1	0.095769819			
ENSG00000117593.12	0.095766691			
ENSG00000099995.19	0.095765129			
ENSG00000224063.6	0.095762308			
ENSG00000172969.7	0.095760896			
ENSG00000237269.1	0.095760851			
ENSG00000258466.5	0.095753263			
ENSG00000260934.1	0.095749728			
ENSG00000151461.20	0.0957446			
ENSG00000185753.13	0.095742808			
ENSG00000247381.3	0.095742496			
ENSG00000108306.13	0.095738974			
ENSG00000257906.3	0.095738674			
ENSG00000274354.1	0.095734238			
ENSG00000228309.7	0.095722698			
ENSG00000236378.1	0.095713144			
ENSG00000213809.9	0.095711249			
ENSG00000201628.1	0.095710912			
ENSG00000211869.1	0.095708454			
ENSG00000200830.1	0.0957006			
ENSG00000104177.18	0.095700208			
ENSG00000242097.1	0.095697025			
ENSG00000287641.1	0.095679614			
ENSG00000273866.1	0.095679247			
ENSG00000143195.13	0.09567685			
ENSG00000278040.1	0.095673261			
ENSG00000235310.1	0.095670098			
ENSG00000244226.1	0.095660568			
ENSG00000255521.2	0.095651135			
ENSG00000235849.1	0.095647481			
ENSG00000206778.1	0.09563121			
ENSG00000252956.1	0.095625669			
ENSG00000260744.1	0.095615516			
ENSG00000250878.3	0.09560582			
ENSG00000266318.1	0.095599503			
ENSG00000168994.14	0.095594068			
ENSG00000213424.9	0.095588872			
ENSG00000241756.3	0.095586454			
ENSG00000179452.2	0.095586386			
ENSG00000139304.16	0.09558348			
ENSG00000201564.1	0.095579215			
ENSG00000265918.2	0.09556031			
ENSG00000140950.16	0.095556321			
ENSG00000226744.1	0.095555662			
ENSG00000101935.10	0.095546538			
ENSG00000276434.1	0.095535537			
ENSG00000266185.2	0.095524915			
ENSG00000234099.1	0.095518694			
ENSG00000269546.1	0.095513059			
ENSG00000287052.1	0.095500292			
ENSG00000278318.5	0.095476059			
ENSG00000281756.1	0.095472719			
ENSG00000260351.1	0.095453304			
ENSG00000275340.1	0.095439522			
ENSG00000255178.1	0.095432976			
ENSG00000212259.1	0.09542889			
ENSG00000253240.1	0.095419732			
ENSG00000260473.2	0.095415591			
ENSG00000271765.1	0.095414582			
ENSG00000258451.1	0.095408926			
ENSG00000229228.1	0.095408563			
ENSG00000235933.1	0.095407215			
ENSG00000266094.8	0.095400616			
ENSG00000234933.1	0.095394401			
ENSG00000252283.1	0.095390817			
ENSG00000160710.17	0.095381691			
ENSG00000230563.4	0.095380355			
ENSG00000178762.4	0.095374019			
ENSG00000254330.1	0.09537104			
ENSG00000228206.2	0.095364652			
ENSG00000250095.5	0.095358661			
ENSG00000169762.17	0.095358574			
ENSG00000138036.18	0.095351132			
ENSG00000237222.4	0.095349554			
ENSG00000142149.9	0.095335095			
ENSG00000143473.13	0.09533057			
ENSG00000137261.14	0.095328517			
ENSG00000263857.1	0.095325147			
ENSG00000260796.1	0.095323277			
ENSG00000258517.1	0.095310319			
ENSG00000128276.10	0.095305228			
ENSG00000232973.13	0.095304922			
ENSG00000243136.3	0.095302689			
ENSG00000244540.2	0.095299507			
ENSG00000166257.9	0.095288138			
ENSG00000280002.1	0.095286603			
ENSG00000274093.1	0.095283466			
ENSG00000223826.1	0.095282568			
ENSG00000219433.2	0.09528076			
ENSG00000038002.9	0.09527371			
ENSG00000211595.2	0.095270809			
ENSG00000235772.1	0.09526632			
ENSG00000262803.1	0.095263633			
ENSG00000215244.3	0.095262924			
ENSG00000279730.2	0.09525657			
ENSG00000161544.10	0.09524308			
ENSG00000240853.3	0.09523982			
ENSG00000211895.5	0.095233448			
ENSG00000262312.2	0.09523078			
ENSG00000177103.15	0.095222603			
ENSG00000232096.1	0.09521355			
ENSG00000279970.1	0.095212432			
ENSG00000280099.1	0.095211637			
ENSG00000258024.1	0.095208637			
ENSG00000006831.10	0.095203791			
ENSG00000144730.19	0.095202275			
ENSG00000260339.1	0.095187207			
ENSG00000142494.13	0.095186467			
ENSG00000254423.1	0.095185546			
ENSG00000256085.1	0.095179651			
ENSG00000241391.3	0.095178737			
ENSG00000225303.2	0.095172144			
ENSG00000224347.6	0.09516595			
ENSG00000230628.1	0.095159516			
ENSG00000139597.18	0.095155294			
ENSG00000237705.1	0.095153108			
ENSG00000225975.7	0.095151141			
ENSG00000270915.1	0.095124295			
ENSG00000243316.7	0.09511212			
ENSG00000008118.10	0.09510721			
ENSG00000222744.1	0.09509592			
ENSG00000233063.2	0.095081772			
ENSG00000182389.20	0.095076524			
ENSG00000187048.13	0.095063309			
ENSG00000284952.1	0.095051085			
ENSG00000251703.1	0.095039177			
ENSG00000249091.1	0.095036843			
ENSG00000166573.6	0.095023584			
ENSG00000213277.3	0.095023464			
ENSG00000248711.1	0.0950183			
ENSG00000274691.1	0.095014806			
ENSG00000221843.4	0.095011038			
ENSG00000285483.1	0.095008356			
ENSG00000199942.1	0.09500617			
ENSG00000253097.1	0.095004738			
ENSG00000207407.1	0.094995086			
ENSG00000157103.12	0.094986122			
ENSG00000201710.1	0.094985359			
ENSG00000229369.1	0.094980654			
ENSG00000279412.1	0.094970046			
ENSG00000199855.1	0.094957657			
ENSG00000253348.1	0.094935781			
ENSG00000207622.1	0.094932583			
ENSG00000188002.10	0.094929767			
ENSG00000228290.7	0.094926303			
ENSG00000249255.1	0.094906792			
ENSG00000201510.1	0.094884474			
ENSG00000226247.1	0.094870714			
ENSG00000125735.11	0.094861969			
ENSG00000229586.2	0.094861514			
ENSG00000101417.12	0.094860326			
ENSG00000218698.1	0.094854897			
ENSG00000247679.3	0.094846224			
ENSG00000250074.1	0.094844842			
ENSG00000223878.1	0.094840775			
ENSG00000134545.14	0.09483358			
ENSG00000236806.1	0.094820258			
ENSG00000275905.1	0.094818451			
ENSG00000285699.1	0.094809388			
ENSG00000116096.6	0.094808798			
ENSG00000262406.3	0.094793198			
ENSG00000237877.7	0.094788601			
ENSG00000266744.1	0.094768884			
ENSG00000227769.7	0.094756598			
ENSG00000284052.1	0.094736731			
ENSG00000265164.1	0.094735473			
ENSG00000261315.2	0.094732441			
ENSG00000144596.13	0.094715008			
ENSG00000204706.14	0.094710764			
ENSG00000255883.1	0.094697258			
ENSG00000047849.21	0.094694167			
ENSG00000256975.1	0.094692472			
ENSG00000077274.9	0.094675796			
ENSG00000132855.5	0.094672272			
ENSG00000277595.1	0.094658061			
ENSG00000088256.9	0.094649964			
ENSG00000218424.2	0.094642915			
ENSG00000262714.1	0.094641287			
ENSG00000224598.1	0.094617244			
ENSG00000198270.13	0.094605597			
ENSG00000286853.1	0.094601282			
ENSG00000115705.22	0.094599131			
ENSG00000249295.1	0.09459827			
ENSG00000284678.1	0.094594802			
ENSG00000078725.13	0.094591656			
ENSG00000235489.4	0.09459012			
ENSG00000230662.1	0.094586019			
ENSG00000254165.1	0.09458361			
ENSG00000256502.1	0.094581243			
ENSG00000201098.1	0.094578647			
ENSG00000201690.1	0.094575996			
ENSG00000124743.6	0.094565629			
ENSG00000126351.13	0.094562377			
ENSG00000213328.3	0.094545929			
ENSG00000222413.1	0.094534858			
ENSG00000165449.11	0.094532418			
ENSG00000232754.1	0.094527233			
ENSG00000118971.9	0.094526871			
ENSG00000273258.1	0.094525796			
ENSG00000269967.1	0.094523665			
ENSG00000253351.2	0.094504582			
ENSG00000162576.17	0.09448784			
ENSG00000232192.1	0.094485516			
ENSG00000201627.1	0.094482999			
ENSG00000279609.1	0.094480811			
ENSG00000163106.11	0.094469149			
ENSG00000242385.1	0.094466985			
ENSG00000174145.8	0.094460794			
ENSG00000276094.1	0.094459109			
ENSG00000259225.7	0.094451942			
ENSG00000258489.4	0.094448634			
ENSG00000206631.1	0.094445722			
ENSG00000188396.4	0.094436346			
ENSG00000232260.2	0.094429319			
ENSG00000235313.1	0.094427919			
ENSG00000228918.4	0.094425378			
ENSG00000173926.6	0.094423036			
ENSG00000254702.1	0.094422695			
ENSG00000264572.1	0.094421598			
ENSG00000253703.2	0.094416511			
ENSG00000279862.1	0.094413847			
ENSG00000250271.2	0.094410747			
ENSG00000129103.19	0.094407685			
ENSG00000250619.1	0.094407528			
ENSG00000153006.16	0.094402178			
ENSG00000284637.1	0.09439538			
ENSG00000252062.1	0.094392366			
ENSG00000246022.3	0.094374492			
ENSG00000252685.1	0.094372524			
ENSG00000270839.1	0.094371789			
ENSG00000270258.1	0.094367196			
ENSG00000200379.1	0.094366621			
ENSG00000237180.1	0.094366463			
ENSG00000129450.8	0.094354517			
ENSG00000280388.1	0.094341905			
ENSG00000226036.1	0.094337838			
ENSG00000249787.2	0.094327136			
ENSG00000286622.1	0.094317149			
ENSG00000105928.16	0.094298178			
ENSG00000285900.1	0.094292313			
ENSG00000276730.1	0.094275033			
ENSG00000169562.13	0.09425828			
ENSG00000286494.1	0.094242464			
ENSG00000287534.1	0.094236385			
ENSG00000237876.1	0.094234131			
ENSG00000253114.2	0.094229724			
ENSG00000249412.1	0.094219226			
ENSG00000274993.1	0.094184418			
ENSG00000233229.1	0.094171076			
ENSG00000274879.1	0.094149892			
ENSG00000131183.11	0.094146654			
ENSG00000200959.1	0.094146179			
ENSG00000228358.6	0.094138708			
ENSG00000223262.1	0.094137943			
ENSG00000203616.2	0.094137797			
ENSG00000267603.1	0.094135458			
ENSG00000250699.1	0.094129165			
ENSG00000255575.1	0.094127624			
ENSG00000278880.1	0.094122935			
